Time_s	Pulse	Resp
62.922	2254.000	301.195
62.926	2235.000	301.899
62.930	2218.000	302.607
62.934	2201.000	303.322
62.938	2185.000	304.045
62.942	2169.000	304.779
62.946	2153.000	305.527
62.950	2138.000	306.291
62.954	2123.000	307.074
62.958	2106.000	307.879
62.962	2093.000	308.707
62.966	2079.000	309.562
62.970	2065.000	310.446
62.974	2050.000	311.356
62.978	2036.000	312.285
62.982	2023.000	313.226
62.986	2009.000	314.172
62.990	1994.000	315.115
62.994	1981.000	316.048
62.998	1970.000	316.963
63.002	1959.000	317.854
63.006	1949.000	318.712
63.010	1939.000	319.531
63.014	1926.000	320.303
63.018	1914.000	321.021
63.022	1903.000	321.677
63.026	1890.000	322.264
63.030	1879.000	322.775
63.034	1866.000	323.203
63.038	1855.000	323.547
63.042	1845.000	323.813
63.046	1834.000	324.008
63.050	1823.000	324.137
63.054	1810.000	324.208
63.058	1798.000	324.226
63.062	1784.000	324.199
63.066	1771.000	324.131
63.070	1758.000	324.030
63.074	1744.000	323.903
63.078	1728.000	323.754
63.082	1711.000	323.591
63.086	1695.000	323.420
63.090	1678.000	323.248
63.094	1663.000	323.080
63.098	1645.000	322.923
63.102	1629.000	322.781
63.106	1615.000	322.654
63.110	1601.000	322.545
63.114	1590.000	322.453
63.118	1581.000	322.379
63.122	1573.000	322.326
63.126	1565.000	322.293
63.130	1559.000	322.282
63.134	1554.000	322.295
63.138	1548.000	322.330
63.142	1543.000	322.391
63.146	1538.000	322.478
63.150	1533.000	322.592
63.154	1528.000	322.733
63.158	1520.000	322.904
63.162	1514.000	323.104
63.166	1505.000	323.334
63.170	1498.000	323.592
63.174	1490.000	323.877
63.178	1483.000	324.186
63.182	1475.000	324.518
63.186	1470.000	324.872
63.190	1464.000	325.246
63.194	1460.000	325.638
63.198	1456.000	326.047
63.202	1454.000	326.471
63.206	1453.000	326.909
63.210	1453.000	327.358
63.214	1454.000	327.817
63.218	1455.000	328.285
63.222	1460.000	328.760
63.226	1464.000	329.241
63.230	1466.000	329.724
63.234	1468.000	330.206
63.238	1469.000	330.685
63.242	1470.000	331.157
63.246	1471.000	331.618
63.250	1471.000	332.066
63.254	1471.000	332.496
63.258	1473.000	332.907
63.262	1473.000	333.293
63.266	1474.000	333.653
63.270	1473.000	333.982
63.274	1474.000	334.278
63.278	1475.000	334.536
63.282	1478.000	334.755
63.286	1479.000	334.930
63.290	1483.000	335.058
63.294	1486.000	335.141
63.298	1489.000	335.185
63.302	1496.000	335.195
63.306	1503.000	335.178
63.310	1511.000	335.140
63.314	1524.000	335.087
63.318	1540.000	335.025
63.322	1561.000	334.960
63.326	1588.000	334.899
63.330	1618.000	334.847
63.334	1654.000	334.810
63.338	1694.000	334.795
63.342	1739.000	334.808
63.346	1789.000	334.854
63.350	1843.000	334.940
63.354	1900.000	335.072
63.358	1958.000	335.251
63.362	2019.000	335.474
63.366	2081.000	335.736
63.370	2144.000	336.036
63.374	2208.000	336.369
63.378	2271.000	336.732
63.382	2333.000	337.121
63.386	2395.000	337.533
63.390	2455.000	337.965
63.394	2511.000	338.412
63.398	2566.000	338.872
63.402	2616.000	339.340
63.406	2664.000	339.814
63.410	2709.000	340.290
63.414	2750.000	340.764
63.418	2788.000	341.234
63.422	2823.000	341.697
63.426	2854.000	342.154
63.430	2884.000	342.606
63.434	2911.000	343.052
63.438	2936.000	343.494
63.442	2959.000	343.933
63.446	2980.000	344.368
63.450	2999.000	344.800
63.454	3014.000	345.229
63.458	3026.000	345.657
63.462	3035.000	346.083
63.466	3044.000	346.509
63.470	3050.000	346.934
63.474	3053.000	347.360
63.478	3055.000	347.786
63.482	3054.000	348.214
63.486	3054.000	348.642
63.490	3053.000	349.070
63.494	3049.000	349.495
63.498	3043.000	349.917
63.502	3035.000	350.333
63.506	3028.000	350.742
63.510	3016.000	351.143
63.514	3005.000	351.534
63.518	2991.000	351.914
63.522	2976.000	352.281
63.526	2960.000	352.633
63.530	2941.000	352.970
63.534	2921.000	353.289
63.538	2900.000	353.589
63.542	2878.000	353.868
63.546	2853.000	354.126
63.550	2828.000	354.365
63.554	2801.000	354.591
63.558	2774.000	354.812
63.562	2746.000	355.035
63.566	2718.000	355.267
63.570	2689.000	355.515
63.574	2659.000	355.785
63.578	2629.000	356.086
63.582	2599.000	356.423
63.586	2569.000	356.804
63.590	2540.000	357.237
63.594	2514.000	357.727
63.598	2488.000	358.282
63.602	2464.000	358.909
63.606	2440.000	359.615
63.610	2416.000	360.407
63.614	2394.000	361.284
63.618	2371.000	362.240
63.622	2349.000	363.266
63.626	2328.000	364.356
63.630	2306.000	365.502
63.634	2285.000	366.695
63.638	2265.000	367.929
63.642	2245.000	369.197
63.646	2226.000	370.490
63.650	2206.000	371.801
63.654	2188.000	373.123
63.658	2170.000	374.448
63.662	2153.000	375.768
63.666	2138.000	377.076
63.670	2124.000	378.365
63.674	2110.000	379.627
63.678	2099.000	380.861
63.682	2088.000	382.070
63.686	2075.000	383.258
63.690	2065.000	384.429
63.694	2051.000	385.588
63.698	2039.000	386.738
63.702	2024.000	387.884
63.706	2009.000	389.029
63.710	1993.000	390.177
63.714	1976.000	391.332
63.718	1960.000	392.499
63.722	1944.000	393.682
63.726	1926.000	394.884
63.730	1909.000	396.109
63.734	1893.000	397.362
63.738	1875.000	398.646
63.742	1858.000	399.964
63.746	1841.000	401.316
63.750	1824.000	402.702
63.754	1809.000	404.122
63.758	1794.000	405.577
63.762	1780.000	407.066
63.766	1766.000	408.591
63.770	1755.000	410.151
63.774	1743.000	411.747
63.778	1731.000	413.378
63.782	1721.000	415.045
63.786	1711.000	416.749
63.790	1700.000	418.489
63.794	1690.000	420.265
63.798	1679.000	422.079
63.802	1668.000	423.930
63.806	1656.000	425.816
63.810	1646.000	427.731
63.814	1634.000	429.671
63.818	1623.000	431.632
63.822	1613.000	433.607
63.826	1600.000	435.592
63.830	1590.000	437.582
63.834	1579.000	439.573
63.838	1568.000	441.558
63.842	1556.000	443.533
63.846	1546.000	445.494
63.850	1536.000	447.435
63.854	1526.000	449.351
63.858	1518.000	451.237
63.862	1508.000	453.089
63.866	1499.000	454.901
63.870	1490.000	456.677
63.874	1483.000	458.427
63.878	1475.000	460.161
63.882	1468.000	461.892
63.886	1460.000	463.629
63.890	1456.000	465.384
63.894	1450.000	467.167
63.898	1445.000	468.989
63.902	1441.000	470.862
63.906	1439.000	472.795
63.910	1436.000	474.800
63.914	1434.000	476.887
63.918	1433.000	479.068
63.922	1433.000	481.353
63.926	1433.000	483.753
63.930	1433.000	486.279
63.934	1434.000	488.930
63.938	1434.000	491.697
63.942	1435.000	494.569
63.946	1436.000	497.535
63.950	1438.000	500.585
63.954	1439.000	503.708
63.958	1440.000	506.894
63.962	1440.000	510.131
63.966	1440.000	513.410
63.970	1440.000	516.720
63.974	1439.000	520.050
63.978	1438.000	523.389
63.982	1438.000	526.728
63.986	1435.000	530.055
63.990	1434.000	533.359
63.994	1434.000	536.632
63.998	1434.000	539.868
64.002	1434.000	543.072
64.006	1435.000	546.247
64.010	1435.000	549.396
64.014	1438.000	552.525
64.018	1441.000	555.635
64.022	1448.000	558.732
64.026	1455.000	561.818
64.030	1465.000	564.897
64.034	1480.000	567.973
64.038	1498.000	571.049
64.042	1519.000	574.130
64.046	1545.000	577.219
64.050	1575.000	580.319
64.054	1610.000	583.435
64.058	1651.000	586.570
64.062	1695.000	589.723
64.066	1744.000	592.891
64.070	1796.000	596.069
64.074	1851.000	599.254
64.078	1910.000	602.441
64.082	1971.000	605.626
64.086	2035.000	608.805
64.090	2099.000	611.974
64.094	2164.000	615.128
64.098	2225.000	618.265
64.102	2286.000	621.378
64.106	2345.000	624.465
64.110	2403.000	627.521
64.114	2458.000	630.543
64.118	2511.000	633.525
64.122	2561.000	636.464
64.126	2611.000	639.360
64.130	2659.000	642.217
64.134	2705.000	645.039
64.138	2746.000	647.830
64.142	2785.000	650.593
64.146	2821.000	653.334
64.150	2856.000	656.056
64.154	2890.000	658.763
64.158	2921.000	661.459
64.162	2949.000	664.149
64.166	2975.000	666.835
64.170	2998.000	669.523
64.174	3016.000	672.217
64.178	3034.000	674.919
64.182	3044.000	677.636
64.186	3053.000	680.369
64.190	3058.000	683.121
64.194	3060.000	685.887
64.198	3060.000	688.664
64.202	3059.000	691.449
64.206	3055.000	694.240
64.210	3051.000	697.031
64.214	3046.000	699.821
64.218	3039.000	702.606
64.222	3029.000	705.383
64.226	3020.000	708.148
64.230	3011.000	710.898
64.234	3000.000	713.629
64.238	2988.000	716.340
64.242	2975.000	719.025
64.246	2959.000	721.683
64.250	2940.000	724.309
64.254	2921.000	726.902
64.258	2900.000	729.460
64.262	2876.000	731.982
64.266	2851.000	734.467
64.270	2826.000	736.914
64.274	2799.000	739.321
64.278	2771.000	741.688
64.282	2743.000	744.013
64.286	2713.000	746.295
64.290	2681.000	748.533
64.294	2650.000	750.725
64.298	2619.000	752.871
64.302	2588.000	754.970
64.306	2556.000	757.020
64.310	2526.000	759.019
64.314	2496.000	760.968
64.318	2468.000	762.870
64.322	2440.000	764.734
64.326	2411.000	766.570
64.330	2385.000	768.388
64.334	2361.000	770.196
64.338	2336.000	772.005
64.342	2311.000	773.823
64.346	2288.000	775.660
64.350	2265.000	777.526
64.354	2244.000	779.429
64.358	2223.000	781.380
64.362	2201.000	783.388
64.366	2180.000	785.462
64.370	2160.000	787.612
64.374	2143.000	789.848
64.378	2125.000	792.177
64.382	2108.000	794.601
64.386	2093.000	797.111
64.390	2079.000	799.699
64.394	2064.000	802.355
64.398	2050.000	805.071
64.402	2036.000	807.838
64.406	2024.000	810.648
64.410	2009.000	813.491
64.414	1995.000	816.359
64.418	1980.000	819.243
64.422	1964.000	822.135
64.426	1948.000	825.024
64.430	1933.000	827.904
64.434	1918.000	830.764
64.438	1903.000	833.597
64.442	1889.000	836.393
64.446	1876.000	839.152
64.450	1865.000	841.880
64.454	1854.000	844.583
64.458	1843.000	847.269
64.462	1831.000	849.943
64.466	1819.000	852.613
64.470	1808.000	855.284
64.474	1795.000	857.964
64.478	1781.000	860.659
64.482	1768.000	863.376
64.486	1754.000	866.121
64.490	1740.000	868.900
64.494	1726.000	871.722
64.498	1713.000	874.591
64.502	1699.000	877.515
64.506	1684.000	880.501
64.510	1670.000	883.550
64.514	1658.000	886.665
64.518	1644.000	889.843
64.522	1630.000	893.086
64.526	1618.000	896.394
64.530	1605.000	899.766
64.534	1593.000	903.202
64.538	1583.000	906.702
64.542	1571.000	910.267
64.546	1561.000	913.896
64.550	1551.000	917.589
64.554	1543.000	921.346
64.558	1534.000	925.167
64.562	1528.000	929.052
64.566	1518.000	933.001
64.570	1509.000	937.014
64.574	1500.000	941.089
64.578	1491.000	945.220
64.582	1484.000	949.402
64.586	1476.000	953.631
64.590	1469.000	957.901
64.594	1463.000	962.208
64.598	1456.000	966.547
64.602	1453.000	970.912
64.606	1450.000	975.299
64.610	1449.000	979.703
64.614	1449.000	984.118
64.618	1448.000	988.541
64.622	1449.000	992.965
64.626	1449.000	997.385
64.630	1449.000	1001.798
64.634	1448.000	1006.198
64.638	1446.000	1010.583
64.642	1445.000	1014.953
64.646	1443.000	1019.310
64.650	1440.000	1023.655
64.654	1438.000	1027.988
64.658	1435.000	1032.310
64.662	1433.000	1036.622
64.666	1429.000	1040.926
64.670	1426.000	1045.221
64.674	1426.000	1049.508
64.678	1424.000	1053.790
64.682	1423.000	1058.066
64.686	1423.000	1062.337
64.690	1420.000	1066.604
64.694	1421.000	1070.869
64.698	1421.000	1075.131
64.702	1423.000	1079.392
64.706	1425.000	1083.651
64.710	1429.000	1087.908
64.714	1431.000	1092.165
64.718	1435.000	1096.419
64.722	1439.000	1100.672
64.726	1443.000	1104.923
64.730	1445.000	1109.173
64.734	1449.000	1113.422
64.738	1449.000	1117.668
64.742	1451.000	1121.914
64.746	1454.000	1126.158
64.750	1456.000	1130.400
64.754	1461.000	1134.641
64.758	1469.000	1138.881
64.762	1479.000	1143.119
64.766	1494.000	1147.357
64.770	1515.000	1151.596
64.774	1541.000	1155.839
64.778	1573.000	1160.088
64.782	1609.000	1164.344
64.786	1651.000	1168.610
64.790	1696.000	1172.888
64.794	1746.000	1177.179
64.798	1799.000	1181.486
64.802	1854.000	1185.810
64.806	1910.000	1190.154
64.810	1969.000	1194.520
64.814	2026.000	1198.910
64.818	2085.000	1203.325
64.822	2143.000	1207.768
64.826	2200.000	1212.240
64.830	2256.000	1216.738
64.834	2311.000	1221.252
64.838	2364.000	1225.774
64.842	2414.000	1230.293
64.846	2464.000	1234.799
64.850	2509.000	1239.285
64.854	2550.000	1243.739
64.858	2590.000	1248.152
64.862	2628.000	1252.516
64.866	2660.000	1256.819
64.870	2693.000	1261.054
64.874	2720.000	1265.210
64.878	2746.000	1269.278
64.882	2769.000	1273.248
64.886	2790.000	1277.112
64.890	2808.000	1280.858
64.894	2821.000	1284.488
64.898	2834.000	1288.009
64.902	2844.000	1291.429
64.906	2850.000	1294.756
64.910	2855.000	1297.999
64.914	2859.000	1301.165
64.918	2860.000	1304.263
64.922	2860.000	1307.301
64.926	2859.000	1310.287
64.930	2855.000	1313.230
64.934	2851.000	1316.137
64.938	2846.000	1319.017
64.942	2840.000	1321.878
64.946	2835.000	1324.728
64.950	2828.000	1327.575
64.954	2820.000	1330.427
64.958	2811.000	1333.292
64.962	2801.000	1336.173
64.966	2790.000	1339.075
64.970	2776.000	1342.003
64.974	2761.000	1344.960
64.978	2744.000	1347.953
64.982	2724.000	1350.985
64.986	2701.000	1354.062
64.990	2679.000	1357.186
64.994	2651.000	1360.364
64.998	2624.000	1363.600
65.002	2595.000	1366.899
65.006	2564.000	1370.264
65.010	2534.000	1373.701
65.014	2501.000	1377.214
65.018	2473.000	1380.807
65.022	2443.000	1384.479
65.026	2414.000	1388.220
65.030	2386.000	1392.022
65.034	2360.000	1395.876
65.038	2334.000	1399.772
65.042	2309.000	1403.702
65.046	2285.000	1407.656
65.050	2261.000	1411.627
65.054	2238.000	1415.604
65.058	2213.000	1419.579
65.062	2189.000	1423.543
65.066	2168.000	1427.486
65.070	2145.000	1431.401
65.074	2125.000	1435.277
65.078	2104.000	1439.106
65.082	2085.000	1442.879
65.086	2066.000	1446.596
65.090	2050.000	1450.261
65.094	2034.000	1453.882
65.098	2018.000	1457.464
65.102	2004.000	1461.015
65.106	1989.000	1464.541
65.110	1976.000	1468.048
65.114	1964.000	1471.542
65.118	1953.000	1475.031
65.122	1940.000	1478.519
65.126	1929.000	1482.015
65.130	1915.000	1485.523
65.134	1903.000	1489.052
65.138	1890.000	1492.606
65.142	1879.000	1496.192
65.146	1865.000	1499.818
65.150	1853.000	1503.484
65.154	1841.000	1507.189
65.158	1828.000	1510.932
65.162	1815.000	1514.709
65.166	1804.000	1518.519
65.170	1793.000	1522.360
65.174	1781.000	1526.229
65.178	1773.000	1530.126
65.182	1765.000	1534.047
65.186	1758.000	1537.992
65.190	1750.000	1541.956
65.194	1744.000	1545.940
65.198	1736.000	1549.940
65.202	1728.000	1553.955
65.206	1719.000	1557.982
65.210	1708.000	1562.020
65.214	1695.000	1566.065
65.218	1683.000	1570.114
65.222	1670.000	1574.162
65.226	1656.000	1578.205
65.230	1644.000	1582.238
65.234	1630.000	1586.259
65.238	1615.000	1590.262
65.242	1603.000	1594.243
65.246	1589.000	1598.199
65.250	1578.000	1602.125
65.254	1566.000	1606.017
65.258	1558.000	1609.871
65.262	1546.000	1613.683
65.266	1538.000	1617.448
65.270	1529.000	1621.163
65.274	1520.000	1624.823
65.278	1513.000	1628.430
65.282	1504.000	1631.991
65.286	1496.000	1635.512
65.290	1489.000	1639.001
65.294	1481.000	1642.464
65.298	1474.000	1645.908
65.302	1468.000	1649.340
65.306	1461.000	1652.766
65.310	1455.000	1656.195
65.314	1450.000	1659.632
65.318	1445.000	1663.085
65.322	1441.000	1666.560
65.326	1439.000	1670.065
65.330	1436.000	1673.606
65.334	1435.000	1677.190
65.338	1435.000	1680.823
65.342	1434.000	1684.508
65.346	1436.000	1688.240
65.350	1435.000	1692.014
65.354	1436.000	1695.826
65.358	1438.000	1699.672
65.362	1436.000	1703.548
65.366	1436.000	1707.449
65.370	1435.000	1711.370
65.374	1433.000	1715.308
65.378	1429.000	1719.257
65.382	1424.000	1723.215
65.386	1419.000	1727.175
65.390	1414.000	1731.135
65.394	1413.000	1735.089
65.398	1410.000	1739.033
65.402	1411.000	1742.963
65.406	1411.000	1746.874
65.410	1413.000	1750.760
65.414	1414.000	1754.616
65.418	1414.000	1758.436
65.422	1414.000	1762.215
65.426	1414.000	1765.947
65.430	1415.000	1769.626
65.434	1416.000	1773.247
65.438	1418.000	1776.805
65.442	1420.000	1780.294
65.446	1421.000	1783.708
65.450	1423.000	1787.042
65.454	1424.000	1790.291
65.458	1424.000	1793.448
65.462	1425.000	1796.508
65.466	1426.000	1799.466
65.470	1428.000	1802.326
65.474	1431.000	1805.101
65.478	1435.000	1807.805
65.482	1444.000	1810.450
65.486	1454.000	1813.050
65.490	1465.000	1815.618
65.494	1483.000	1818.169
65.498	1503.000	1820.714
65.502	1528.000	1823.268
65.506	1559.000	1825.844
65.510	1596.000	1828.455
65.514	1636.000	1831.115
65.518	1680.000	1833.836
65.522	1728.000	1836.634
65.526	1778.000	1839.520
65.530	1829.000	1842.507
65.534	1883.000	1845.600
65.538	1935.000	1848.791
65.542	1989.000	1852.074
65.546	2044.000	1855.441
65.550	2096.000	1858.886
65.554	2148.000	1862.401
65.558	2196.000	1865.980
65.562	2243.000	1869.617
65.566	2286.000	1873.303
65.570	2330.000	1877.032
65.574	2370.000	1880.797
65.578	2409.000	1884.591
65.582	2445.000	1888.407
65.586	2481.000	1892.239
65.590	2513.000	1896.079
65.594	2543.000	1899.921
65.598	2570.000	1903.761
65.602	2594.000	1907.601
65.606	2615.000	1911.442
65.610	2634.000	1915.284
65.614	2650.000	1919.130
65.618	2664.000	1922.981
65.622	2674.000	1926.836
65.626	2683.000	1930.699
65.630	2690.000	1934.569
65.634	2694.000	1938.449
65.638	2696.000	1942.339
65.642	2699.000	1946.240
65.646	2699.000	1950.153
65.650	2699.000	1954.081
65.654	2698.000	1958.023
65.658	2695.000	1961.981
65.662	2691.000	1965.954
65.666	2688.000	1969.938
65.670	2680.000	1973.930
65.674	2673.000	1977.926
65.678	2664.000	1981.922
65.682	2654.000	1985.915
65.686	2644.000	1989.901
65.690	2630.000	1993.877
65.694	2618.000	1997.839
65.698	2603.000	2001.783
65.702	2586.000	2005.706
65.706	2569.000	2009.604
65.710	2551.000	2013.474
65.714	2533.000	2017.312
65.718	2513.000	2021.114
65.722	2490.000	2024.876
65.726	2468.000	2028.599
65.730	2445.000	2032.283
65.734	2420.000	2035.929
65.738	2398.000	2039.540
65.742	2374.000	2043.117
65.746	2354.000	2046.661
65.750	2331.000	2050.174
65.754	2310.000	2053.658
65.758	2289.000	2057.114
65.762	2266.000	2060.543
65.766	2245.000	2063.947
65.770	2224.000	2067.328
65.774	2201.000	2070.687
65.778	2180.000	2074.026
65.782	2159.000	2077.346
65.786	2140.000	2080.650
65.790	2120.000	2083.940
65.794	2100.000	2087.226
65.798	2080.000	2090.515
65.802	2063.000	2093.814
65.806	2044.000	2097.131
65.810	2028.000	2100.475
65.814	2013.000	2103.852
65.818	1999.000	2107.270
65.822	1986.000	2110.737
65.826	1974.000	2114.261
65.830	1961.000	2117.849
65.834	1949.000	2121.510
65.838	1936.000	2125.250
65.842	1925.000	2129.078
65.846	1914.000	2133.000
65.850	1904.000	2137.026
65.854	1894.000	2141.151
65.858	1883.000	2145.363
65.862	1873.000	2149.648
65.866	1861.000	2153.993
65.870	1850.000	2158.386
65.874	1840.000	2162.812
65.878	1831.000	2167.259
65.882	1821.000	2171.712
65.886	1814.000	2176.160
65.890	1808.000	2180.588
65.894	1801.000	2184.983
65.898	1795.000	2189.332
65.902	1789.000	2193.622
65.906	1781.000	2197.839
65.910	1775.000	2201.971
65.914	1766.000	2206.003
65.918	1758.000	2209.934
65.922	1749.000	2213.770
65.926	1741.000	2217.519
65.930	1730.000	2221.188
65.934	1721.000	2224.784
65.938	1709.000	2228.314
65.942	1698.000	2231.787
65.946	1684.000	2235.209
65.950	1670.000	2238.587
65.954	1659.000	2241.930
65.958	1648.000	2245.244
65.962	1639.000	2248.537
65.966	1629.000	2251.816
65.970	1620.000	2255.088
65.974	1611.000	2258.361
65.978	1604.000	2261.642
65.982	1595.000	2264.936
65.986	1588.000	2268.247
65.990	1580.000	2271.576
65.994	1573.000	2274.928
65.998	1566.000	2278.305
66.002	1559.000	2281.709
66.006	1551.000	2285.144
66.010	1544.000	2288.613
66.014	1535.000	2292.119
66.018	1526.000	2295.664
66.022	1518.000	2299.252
66.026	1510.000	2302.885
66.030	1504.000	2306.566
66.034	1496.000	2310.299
66.038	1490.000	2314.085
66.042	1485.000	2317.929
66.046	1480.000	2321.826
66.050	1476.000	2325.769
66.054	1474.000	2329.748
66.058	1471.000	2333.756
66.062	1469.000	2337.782
66.066	1470.000	2341.818
66.070	1470.000	2345.856
66.074	1474.000	2349.887
66.078	1475.000	2353.902
66.082	1479.000	2357.892
66.086	1480.000	2361.848
66.090	1483.000	2365.762
66.094	1484.000	2369.624
66.098	1485.000	2373.427
66.102	1484.000	2377.161
66.106	1485.000	2380.818
66.110	1484.000	2384.395
66.114	1483.000	2387.894
66.118	1481.000	2391.319
66.122	1480.000	2394.672
66.126	1478.000	2397.956
66.130	1476.000	2401.174
66.134	1476.000	2404.328
66.138	1478.000	2407.423
66.142	1478.000	2410.460
66.146	1479.000	2413.442
66.150	1480.000	2416.373
66.154	1483.000	2419.255
66.158	1485.000	2422.092
66.162	1488.000	2424.885
66.166	1491.000	2427.638
66.170	1493.000	2430.353
66.174	1494.000	2433.037
66.178	1494.000	2435.697
66.182	1493.000	2438.339
66.186	1493.000	2440.972
66.190	1491.000	2443.602
66.194	1493.000	2446.239
66.198	1494.000	2448.888
66.202	1496.000	2451.558
66.206	1500.000	2454.256
66.210	1505.000	2456.990
66.214	1510.000	2459.767
66.218	1518.000	2462.595
66.222	1526.000	2465.481
66.226	1538.000	2468.433
66.230	1554.000	2471.458
66.234	1570.000	2474.563
66.238	1593.000	2477.750
66.242	1618.000	2481.011
66.246	1648.000	2484.340
66.250	1679.000	2487.731
66.254	1716.000	2491.176
66.258	1758.000	2494.670
66.262	1801.000	2498.205
66.266	1848.000	2501.776
66.270	1895.000	2505.374
66.274	1945.000	2508.995
66.278	1996.000	2512.630
66.286	2098.000	2519.920
66.290	2148.000	2523.561
66.294	2196.000	2527.191
66.298	2244.000	2530.804
66.302	2291.000	2534.395
66.306	2335.000	2537.968
66.310	2379.000	2541.522
66.314	2420.000	2545.061
66.318	2458.000	2548.584
66.322	2493.000	2552.093
66.326	2523.000	2555.590
66.330	2550.000	2559.075
66.334	2573.000	2562.551
66.338	2594.000	2566.019
66.342	2610.000	2569.479
66.346	2625.000	2572.934
66.350	2635.000	2576.384
66.354	2643.000	2579.832
66.358	2649.000	2583.277
66.362	2650.000	2586.723
66.366	2650.000	2590.169
66.370	2649.000	2593.618
66.374	2646.000	2597.070
66.378	2644.000	2600.527
66.382	2640.000	2603.989
66.386	2636.000	2607.458
66.390	2630.000	2610.936
66.394	2623.000	2614.423
66.398	2615.000	2617.921
66.402	2605.000	2621.431
66.406	2595.000	2624.954
66.410	2586.000	2628.491
66.414	2576.000	2632.043
66.418	2566.000	2635.612
66.422	2555.000	2639.199
66.426	2544.000	2642.805
66.430	2530.000	2646.429
66.434	2516.000	2650.065
66.438	2500.000	2653.708
66.442	2483.000	2657.356
66.446	2466.000	2661.001
66.450	2450.000	2664.640
66.454	2434.000	2668.269
66.458	2415.000	2671.881
66.462	2399.000	2675.473
66.466	2379.000	2679.041
66.470	2359.000	2682.578
66.474	2338.000	2686.081
66.478	2316.000	2689.544
66.482	2294.000	2692.964
66.486	2273.000	2696.334
66.490	2250.000	2699.652
66.494	2228.000	2702.917
66.498	2204.000	2706.135
66.502	2181.000	2709.312
66.506	2159.000	2712.455
66.510	2136.000	2715.568
66.514	2118.000	2718.658
66.518	2100.000	2721.731
66.522	2084.000	2724.793
66.526	2070.000	2727.849
66.530	2056.000	2730.907
66.534	2043.000	2733.971
66.538	2030.000	2737.047
66.542	2019.000	2740.142
66.546	2008.000	2743.262
66.550	1996.000	2746.412
66.554	1986.000	2749.598
66.558	1978.000	2752.818
66.562	1968.000	2756.065
66.566	1960.000	2759.329
66.570	1949.000	2762.602
66.574	1939.000	2765.875
66.578	1929.000	2769.138
66.582	1919.000	2772.383
66.586	1909.000	2775.602
66.590	1898.000	2778.785
66.594	1888.000	2781.924
66.598	1878.000	2785.009
66.602	1868.000	2788.033
66.606	1859.000	2790.985
66.610	1849.000	2793.859
66.614	1841.000	2796.644
66.618	1834.000	2799.331
66.622	1829.000	2801.923
66.626	1824.000	2804.429
66.630	1818.000	2806.859
66.634	1813.000	2809.223
66.638	1808.000	2811.531
66.642	1801.000	2813.794
66.646	1795.000	2816.023
66.650	1789.000	2818.226
66.654	1780.000	2820.415
66.658	1771.000	2822.600
66.662	1761.000	2824.791
66.666	1751.000	2826.998
66.670	1740.000	2829.232
66.674	1730.000	2831.503
66.678	1719.000	2833.820
66.682	1709.000	2836.195
66.686	1699.000	2838.630
66.690	1690.000	2841.124
66.694	1681.000	2843.673
66.698	1674.000	2846.274
66.702	1668.000	2848.924
66.706	1661.000	2851.621
66.710	1655.000	2854.361
66.714	1650.000	2857.142
66.718	1645.000	2859.960
66.722	1640.000	2862.814
66.726	1635.000	2865.699
66.730	1629.000	2868.614
66.734	1621.000	2871.554
66.738	1615.000	2874.518
66.742	1610.000	2877.501
66.746	1603.000	2880.503
66.750	1599.000	2883.520
66.754	1594.000	2886.553
66.758	1591.000	2889.601
66.762	1590.000	2892.666
66.766	1588.000	2895.745
66.770	1586.000	2898.841
66.774	1586.000	2901.951
66.778	1585.000	2905.077
66.782	1584.000	2908.218
66.786	1584.000	2911.374
66.790	1584.000	2914.546
66.794	1584.000	2917.732
66.798	1584.000	2920.933
66.802	1583.000	2924.149
66.806	1581.000	2927.379
66.810	1580.000	2930.624
66.814	1579.000	2933.886
66.818	1576.000	2937.167
66.822	1575.000	2940.471
66.826	1573.000	2943.800
66.830	1570.000	2947.159
66.834	1566.000	2950.550
66.838	1566.000	2953.977
66.842	1564.000	2957.442
66.846	1565.000	2960.950
66.850	1565.000	2964.503
66.854	1568.000	2968.105
66.858	1571.000	2971.758
66.862	1575.000	2975.467
66.866	1580.000	2979.233
66.870	1585.000	2983.062
66.874	1590.000	2986.955
66.878	1595.000	2990.908
66.882	1600.000	2994.910
66.886	1604.000	2998.951
66.890	1606.000	3003.017
66.894	1608.000	3007.099
66.898	1608.000	3011.185
66.902	1609.000	3015.263
66.906	1608.000	3019.321
66.910	1608.000	3023.349
66.914	1606.000	3027.336
66.918	1604.000	3031.268
66.922	1601.000	3035.136
66.926	1599.000	3038.928
66.930	1595.000	3042.633
66.934	1594.000	3046.238
66.938	1594.000	3049.733
66.942	1594.000	3053.120
66.946	1594.000	3056.410
66.950	1596.000	3059.617
66.954	1600.000	3062.753
66.958	1605.000	3065.832
66.962	1611.000	3068.867
66.966	1621.000	3071.871
66.970	1634.000	3074.857
66.974	1648.000	3077.838
66.978	1668.000	3080.828
66.982	1691.000	3083.838
66.986	1719.000	3086.883
66.990	1750.000	3089.976
66.994	1786.000	3093.128
66.998	1826.000	3096.355
67.002	1870.000	3099.668
67.006	1918.000	3103.067
67.010	1970.000	3106.539
67.014	2024.000	3110.072
67.018	2078.000	3113.652
67.022	2134.000	3117.267
67.026	2188.000	3120.903
67.030	2240.000	3124.547
67.034	2290.000	3128.186
67.038	2339.000	3131.807
