Time_s	Pulse	Resp
196.618	1900.000	599.386
196.622	1890.000	599.351
196.626	1881.000	599.236
196.630	1874.000	599.061
196.634	1866.000	598.846
196.638	1860.000	598.611
196.642	1854.000	598.377
196.646	1848.000	598.163
196.650	1841.000	597.990
196.654	1834.000	597.878
196.658	1829.000	597.848
196.662	1820.000	597.920
196.666	1814.000	598.113
196.670	1804.000	598.431
196.674	1795.000	598.864
196.678	1785.000	599.400
196.682	1776.000	600.026
196.686	1766.000	600.733
196.690	1758.000	601.507
196.694	1749.000	602.337
196.698	1741.000	603.211
196.702	1734.000	604.118
196.706	1726.000	605.046
196.710	1719.000	605.983
196.714	1713.000	606.918
196.718	1706.000	607.838
196.722	1699.000	608.732
196.726	1694.000	609.589
196.730	1688.000	610.397
196.734	1681.000	611.150
196.738	1675.000	611.848
196.742	1669.000	612.492
196.746	1661.000	613.081
196.750	1653.000	613.616
196.754	1644.000	614.096
196.758	1635.000	614.523
196.762	1625.000	614.896
196.766	1615.000	615.215
196.770	1606.000	615.481
196.774	1599.000	615.694
196.778	1590.000	615.854
196.782	1584.000	615.962
196.786	1576.000	616.016
196.790	1571.000	616.018
196.794	1566.000	615.969
196.798	1561.000	615.873
196.802	1556.000	615.741
196.806	1554.000	615.584
196.810	1550.000	615.414
196.814	1548.000	615.240
196.818	1544.000	615.075
196.822	1541.000	614.929
196.826	1539.000	614.813
196.830	1536.000	614.737
196.834	1534.000	614.714
196.838	1533.000	614.753
196.842	1530.000	614.866
196.846	1530.000	615.064
196.850	1529.000	615.357
196.854	1528.000	615.757
196.858	1525.000	616.273
196.862	1526.000	616.905
196.866	1526.000	617.634
196.870	1528.000	618.447
196.874	1529.000	619.326
196.878	1533.000	620.255
196.882	1539.000	621.219
196.886	1545.000	622.201
196.890	1551.000	623.185
196.894	1559.000	624.154
196.898	1566.000	625.094
196.902	1571.000	625.987
196.906	1579.000	626.818
196.910	1584.000	627.570
196.914	1589.000	628.227
196.918	1595.000	628.773
196.922	1601.000	629.193
196.926	1606.000	629.487
196.930	1609.000	629.669
196.934	1613.000	629.754
196.938	1614.000	629.758
196.942	1614.000	629.697
196.946	1614.000	629.586
196.950	1614.000	629.441
196.954	1614.000	629.276
196.958	1615.000	629.108
196.962	1615.000	628.952
196.966	1615.000	628.824
196.970	1619.000	628.738
196.974	1623.000	628.711
196.978	1628.000	628.758
196.982	1636.000	628.894
196.986	1649.000	629.134
196.990	1665.000	629.482
196.994	1688.000	629.929
196.998	1714.000	630.465
197.002	1745.000	631.082
197.006	1783.000	631.770
197.010	1821.000	632.520
197.014	1866.000	633.324
197.018	1913.000	634.171
197.022	1964.000	635.053
197.026	2018.000	635.961
197.030	2074.000	636.885
197.034	2131.000	637.816
197.038	2191.000	638.745
197.042	2249.000	639.664
197.046	2306.000	640.561
197.050	2361.000	641.430
197.054	2414.000	642.268
197.058	2464.000	643.079
197.062	2513.000	643.869
197.066	2558.000	644.643
197.070	2599.000	645.405
197.074	2635.000	646.161
197.078	2669.000	646.916
197.082	2700.000	647.675
197.086	2726.000	648.442
197.090	2750.000	649.224
197.094	2769.000	650.025
197.098	2788.000	650.850
197.102	2801.000	651.704
197.106	2814.000	652.592
197.110	2823.000	653.520
197.114	2829.000	654.492
197.118	2833.000	655.508
197.122	2834.000	656.566
197.126	2831.000	657.661
197.130	2829.000	658.790
197.134	2825.000	659.949
197.138	2820.000	661.135
197.142	2814.000	662.343
197.146	2805.000	663.570
197.150	2795.000	664.812
197.154	2784.000	666.066
197.158	2770.000	667.328
197.162	2755.000	668.593
197.166	2739.000	669.859
197.170	2720.000	671.121
197.174	2701.000	672.376
197.178	2684.000	673.621
197.182	2663.000	674.852
197.186	2643.000	676.070
197.190	2623.000	677.274
197.194	2601.000	678.465
197.198	2578.000	679.640
197.202	2553.000	680.801
197.206	2526.000	681.946
197.210	2499.000	683.075
197.214	2470.000	684.188
197.218	2440.000	685.285
197.222	2411.000	686.364
197.226	2381.000	687.426
197.230	2354.000	688.470
197.234	2326.000	689.496
197.238	2298.000	690.504
197.242	2273.000	691.492
197.246	2246.000	692.460
197.250	2220.000	693.409
197.254	2196.000	694.337
197.258	2175.000	695.244
197.262	2154.000	696.130
197.266	2134.000	696.993
197.270	2119.000	697.834
197.274	2104.000	698.652
197.278	2089.000	699.446
197.282	2076.000	700.216
197.286	2066.000	700.962
197.290	2055.000	701.683
197.294	2046.000	702.378
197.298	2038.000	703.047
197.302	2030.000	703.689
197.306	2023.000	704.304
197.310	2013.000	704.897
197.314	2001.000	705.474
197.318	1993.000	706.045
197.322	1981.000	706.618
197.326	1973.000	707.200
197.330	1963.000	707.801
197.334	1954.000	708.428
197.338	1946.000	709.090
197.342	1940.000	709.795
197.346	1933.000	710.552
197.350	1926.000	711.368
197.354	1921.000	712.252
197.358	1914.000	713.212
197.362	1909.000	714.257
197.366	1903.000	715.394
197.370	1896.000	716.632
197.374	1890.000	717.969
197.378	1885.000	719.392
197.382	1879.000	720.891
197.386	1871.000	722.452
197.390	1863.000	724.064
197.394	1854.000	725.715
197.398	1846.000	727.392
197.402	1836.000	729.083
197.406	1828.000	730.777
197.410	1818.000	732.460
197.414	1808.000	734.122
197.418	1799.000	735.749
197.422	1789.000	737.330
197.426	1779.000	738.852
197.430	1771.000	740.304
197.434	1761.000	741.674
197.438	1755.000	742.957
197.442	1749.000	744.157
197.446	1744.000	745.276
197.450	1738.000	746.320
197.454	1733.000	747.291
197.458	1726.000	748.193
197.462	1720.000	749.029
197.466	1714.000	749.804
197.470	1708.000	750.520
197.474	1701.000	751.182
197.478	1695.000	751.792
197.482	1690.000	752.354
197.486	1683.000	752.873
197.490	1675.000	753.351
197.494	1666.000	753.792
197.498	1659.000	754.200
197.502	1651.000	754.579
197.506	1645.000	754.934
197.510	1636.000	755.271
197.514	1630.000	755.593
197.518	1624.000	755.908
197.522	1619.000	756.219
197.526	1613.000	756.533
197.530	1606.000	756.853
197.534	1601.000	757.185
197.538	1596.000	757.535
197.542	1590.000	757.908
197.546	1588.000	758.308
197.550	1584.000	758.741
197.554	1581.000	759.211
197.558	1581.000	759.725
197.562	1579.000	760.287
197.566	1579.000	760.898
197.570	1576.000	761.554
197.574	1575.000	762.252
197.578	1575.000	762.988
197.582	1575.000	763.758
197.586	1576.000	764.559
197.590	1580.000	765.386
197.594	1584.000	766.238
197.598	1589.000	767.109
197.602	1593.000	767.996
197.606	1598.000	768.896
197.610	1601.000	769.804
197.614	1606.000	770.718
197.618	1611.000	771.633
197.622	1615.000	772.546
197.626	1619.000	773.453
197.630	1623.000	774.351
197.634	1625.000	775.238
197.638	1628.000	776.112
197.642	1629.000	776.971
197.646	1629.000	777.811
197.650	1631.000	778.632
197.654	1633.000	779.430
197.658	1634.000	780.204
197.662	1636.000	780.951
197.666	1639.000	781.670
197.670	1641.000	782.356
197.674	1646.000	783.010
197.678	1654.000	783.627
197.682	1665.000	784.207
197.686	1679.000	784.746
197.690	1694.000	785.243
197.694	1715.000	785.699
197.698	1739.000	786.120
197.702	1768.000	786.510
197.706	1799.000	786.875
197.710	1835.000	787.221
197.714	1875.000	787.552
197.718	1919.000	787.874
197.722	1965.000	788.192
197.726	2015.000	788.512
197.730	2068.000	788.839
197.734	2123.000	789.179
197.738	2179.000	789.536
197.742	2234.000	789.915
197.746	2290.000	790.323
197.750	2345.000	790.765
197.754	2398.000	791.245
197.758	2449.000	791.767
197.762	2498.000	792.331
197.766	2540.000	792.935
197.770	2583.000	793.582
197.774	2620.000	794.270
197.778	2656.000	794.999
197.782	2689.000	795.770
197.786	2719.000	796.583
197.790	2746.000	797.437
197.794	2771.000	798.333
197.798	2793.000	799.270
197.802	2810.000	800.248
197.806	2826.000	801.268
197.810	2840.000	802.330
197.814	2850.000	803.433
197.818	2859.000	804.577
197.822	2865.000	805.760
197.826	2871.000	806.973
197.830	2874.000	808.212
197.834	2875.000	809.468
197.838	2874.000	810.735
197.842	2870.000	812.006
197.846	2865.000	813.275
197.850	2858.000	814.534
197.854	2849.000	815.778
197.858	2838.000	816.998
197.862	2826.000	818.189
197.866	2811.000	819.344
197.870	2796.000	820.455
197.874	2779.000	821.516
197.878	2761.000	822.521
197.882	2741.000	823.463
197.886	2723.000	824.342
197.890	2701.000	825.166
197.894	2683.000	825.943
197.898	2661.000	826.682
197.902	2640.000	827.390
197.906	2618.000	828.076
197.910	2594.000	828.747
197.914	2570.000	829.411
197.918	2545.000	830.077
197.922	2520.000	830.753
197.926	2495.000	831.446
197.930	2469.000	832.165
197.934	2444.000	832.918
197.938	2419.000	833.712
197.942	2394.000	834.557
197.946	2368.000	835.459
197.950	2343.000	836.420
197.954	2316.000	837.435
197.958	2291.000	838.500
197.962	2268.000	839.610
197.966	2245.000	840.760
197.970	2224.000	841.945
197.974	2206.000	843.159
197.978	2188.000	844.399
197.982	2173.000	845.659
197.986	2158.000	846.934
197.990	2144.000	848.219
197.994	2131.000	849.510
197.998	2120.000	850.802
198.002	2110.000	852.088
198.006	2099.000	853.366
198.010	2089.000	854.630
198.014	2080.000	855.878
198.018	2070.000	857.111
198.022	2063.000	858.330
198.026	2054.000	859.538
198.034	2040.000	861.923
198.038	2035.000	863.103
198.042	2031.000	864.276
198.046	2026.000	865.444
198.050	2023.000	866.608
198.054	2019.000	867.770
198.058	2014.000	868.930
198.062	2009.000	870.090
198.066	2003.000	871.252
198.070	1996.000	872.416
198.074	1989.000	873.585
198.078	1981.000	874.757
198.082	1974.000	875.931
198.086	1965.000	877.105
198.090	1956.000	878.277
198.094	1946.000	879.446
198.098	1935.000	880.608
198.102	1925.000	881.763
198.106	1914.000	882.908
198.110	1900.000	884.042
198.114	1889.000	885.163
198.118	1876.000	886.268
198.122	1864.000	887.356
198.126	1853.000	888.424
198.130	1843.000	889.472
198.134	1831.000	890.497
198.138	1823.000	891.497
198.142	1815.000	892.476
198.146	1808.000	893.443
198.150	1804.000	894.408
198.154	1798.000	895.379
198.158	1793.000	896.366
198.162	1788.000	897.377
198.166	1783.000	898.423
198.170	1778.000	899.512
198.174	1773.000	900.655
198.178	1766.000	901.859
198.182	1759.000	903.134
198.186	1753.000	904.489
198.190	1744.000	905.934
198.194	1735.000	907.478
198.198	1725.000	909.131
198.202	1716.000	910.900
198.206	1706.000	912.786
198.210	1695.000	914.781
198.214	1688.000	916.877
198.218	1680.000	919.064
198.222	1673.000	921.334
198.226	1666.000	923.679
198.230	1663.000	926.089
198.234	1658.000	928.556
198.238	1654.000	931.071
198.242	1653.000	933.626
198.246	1651.000	936.212
198.250	1650.000	938.821
198.254	1651.000	941.442
198.258	1653.000	944.069
198.262	1654.000	946.693
198.266	1655.000	949.304
198.270	1658.000	951.901
198.274	1658.000	954.489
198.278	1659.000	957.072
198.282	1659.000	959.656
198.286	1659.000	962.245
198.290	1659.000	964.845
198.294	1659.000	967.460
198.298	1660.000	970.095
198.302	1663.000	972.756
198.306	1664.000	975.446
198.310	1668.000	978.171
198.314	1669.000	980.936
198.318	1671.000	983.747
198.322	1673.000	986.606
198.326	1674.000	989.521
198.330	1674.000	992.494
198.334	1674.000	995.526
198.338	1675.000	998.607
198.342	1675.000	1001.730
198.346	1674.000	1004.887
198.350	1674.000	1008.070
198.354	1674.000	1011.270
198.358	1674.000	1014.479
198.362	1674.000	1017.690
198.366	1675.000	1020.895
198.370	1678.000	1024.084
198.374	1683.000	1027.251
198.378	1689.000	1030.386
198.382	1700.000	1033.483
198.386	1713.000	1036.532
198.390	1730.000	1039.526
198.394	1750.000	1042.457
198.398	1776.000	1045.326
198.402	1806.000	1048.139
198.406	1840.000	1050.906
198.410	1880.000	1053.636
198.414	1921.000	1056.335
198.418	1969.000	1059.013
198.422	2018.000	1061.679
198.426	2070.000	1064.340
198.430	2123.000	1067.005
198.434	2176.000	1069.682
198.438	2230.000	1072.379
198.442	2283.000	1075.106
198.446	2335.000	1077.871
198.450	2385.000	1080.681
198.454	2434.000	1083.545
198.458	2481.000	1086.471
198.462	2526.000	1089.460
198.466	2569.000	1092.504
198.470	2609.000	1095.596
198.474	2646.000	1098.726
198.478	2680.000	1101.888
198.482	2714.000	1105.073
198.486	2741.000	1108.274
198.490	2768.000	1111.482
198.494	2790.000	1114.691
198.498	2810.000	1117.891
198.502	2829.000	1121.076
198.506	2844.000	1124.237
198.510	2854.000	1127.366
198.514	2864.000	1130.456
198.518	2873.000	1133.499
198.522	2878.000	1136.487
198.526	2881.000	1139.418
198.530	2884.000	1142.299
198.534	2883.000	1145.135
198.538	2880.000	1147.930
198.542	2874.000	1150.692
198.546	2868.000	1153.424
198.550	2859.000	1156.134
198.554	2849.000	1158.825
198.558	2839.000	1161.504
198.562	2825.000	1164.177
198.566	2810.000	1166.848
198.570	2794.000	1169.523
198.574	2776.000	1172.208
198.578	2760.000	1174.909
198.582	2741.000	1177.630
198.586	2723.000	1180.377
198.590	2705.000	1183.151
198.594	2688.000	1185.945
198.598	2669.000	1188.755
198.602	2650.000	1191.575
198.606	2631.000	1194.400
198.610	2611.000	1197.224
198.614	2593.000	1200.043
198.618	2570.000	1202.850
198.622	2549.000	1205.640
198.626	2528.000	1208.409
198.630	2505.000	1211.150
198.634	2483.000	1213.858
198.638	2458.000	1216.528
198.642	2434.000	1219.154
198.646	2409.000	1221.731
198.650	2383.000	1224.255
198.654	2356.000	1226.729
198.658	2331.000	1229.168
198.662	2305.000	1231.586
198.666	2283.000	1233.998
198.670	2259.000	1236.418
198.674	2236.000	1238.862
198.678	2216.000	1241.343
198.682	2196.000	1243.876
198.686	2178.000	1246.475
198.690	2160.000	1249.156
198.694	2144.000	1251.932
198.698	2130.000	1254.819
198.702	2116.000	1257.830
198.706	2104.000	1260.981
198.710	2093.000	1264.285
198.714	2081.000	1267.758
198.718	2073.000	1271.394
198.722	2064.000	1275.173
198.726	2055.000	1279.072
198.730	2046.000	1283.070
198.734	2038.000	1287.144
198.738	2030.000	1291.273
198.742	2023.000	1295.434
198.746	2014.000	1299.606
198.750	2008.000	1303.766
198.754	2001.000	1307.892
198.758	1996.000	1311.963
198.762	1991.000	1315.956
198.766	1986.000	1319.849
198.770	1980.000	1323.620
198.774	1975.000	1327.247
198.778	1969.000	1330.710
198.782	1963.000	1334.009
198.786	1956.000	1337.169
198.790	1949.000	1340.215
198.794	1940.000	1343.173
198.798	1933.000	1346.067
198.802	1924.000	1348.924
198.806	1914.000	1351.768
198.810	1905.000	1354.624
198.814	1899.000	1357.519
198.818	1891.000	1360.476
198.822	1884.000	1363.522
198.826	1878.000	1366.682
198.830	1870.000	1369.980
198.834	1861.000	1373.443
198.838	1854.000	1377.095
198.842	1845.000	1380.961
198.846	1838.000	1385.046
198.850	1829.000	1389.337
198.854	1820.000	1393.819
198.858	1811.000	1398.477
198.862	1805.000	1403.297
198.866	1796.000	1408.264
198.870	1789.000	1413.363
198.874	1781.000	1418.581
198.878	1775.000	1423.901
198.882	1766.000	1429.311
198.886	1759.000	1434.795
198.890	1750.000	1440.339
198.894	1741.000	1445.927
198.898	1733.000	1451.546
198.902	1724.000	1457.181
198.906	1714.000	1462.818
198.910	1706.000	1468.447
198.914	1698.000	1474.068
198.918	1689.000	1479.677
198.922	1683.000	1485.273
198.926	1676.000	1490.854
198.930	1671.000	1496.417
198.934	1665.000	1501.961
198.938	1663.000	1507.483
198.942	1659.000	1512.982
198.946	1660.000	1518.454
198.950	1660.000	1523.899
198.954	1660.000	1529.314
198.958	1661.000	1534.697
198.962	1663.000	1540.045
198.966	1665.000	1545.358
198.970	1668.000	1550.632
198.974	1670.000	1555.869
198.978	1674.000	1561.069
198.982	1675.000	1566.237
198.986	1678.000	1571.373
198.990	1679.000	1576.481
198.994	1676.000	1581.563
198.998	1676.000	1586.621
199.002	1676.000	1591.658
199.006	1675.000	1596.676
199.010	1675.000	1601.678
199.014	1675.000	1606.666
199.018	1675.000	1611.641
199.022	1675.000	1616.608
199.026	1675.000	1621.568
199.030	1675.000	1626.523
199.034	1675.000	1631.477
199.038	1678.000	1636.430
199.042	1678.000	1641.388
199.046	1678.000	1646.351
199.050	1679.000	1651.322
199.054	1679.000	1656.305
199.058	1680.000	1661.303
199.062	1684.000	1666.317
199.066	1685.000	1671.350
199.070	1688.000	1676.406
199.074	1690.000	1681.487
199.078	1694.000	1686.596
199.082	1698.000	1691.735
199.086	1703.000	1696.907
199.090	1710.000	1702.115
199.094	1718.000	1707.361
199.098	1728.000	1712.649
199.102	1740.000	1717.972
199.106	1756.000	1723.318
199.110	1776.000	1728.674
199.114	1800.000	1734.025
199.118	1829.000	1739.360
199.122	1861.000	1744.664
199.126	1898.000	1749.924
199.130	1939.000	1755.128
199.134	1983.000	1760.261
199.138	2029.000	1765.311
199.142	2080.000	1770.264
199.146	2131.000	1775.107
199.150	2184.000	1779.827
199.154	2239.000	1784.410
199.158	2293.000	1788.844
199.162	2346.000	1793.115
199.166	2399.000	1797.229
199.170	2450.000	1801.209
199.174	2499.000	1805.079
199.178	2545.000	1808.864
199.182	2589.000	1812.587
199.186	2629.000	1816.272
199.190	2665.000	1819.944
199.194	2700.000	1823.626
199.198	2730.000	1827.343
199.202	2756.000	1831.118
199.206	2778.000	1834.976
199.210	2795.000	1838.940
199.214	2810.000	1843.035
199.218	2821.000	1847.284
199.222	2831.000	1851.712
199.226	2836.000	1856.341
199.230	2840.000	1861.174
199.234	2841.000	1866.189
199.238	2840.000	1871.365
199.242	2838.000	1876.682
199.246	2833.000	1882.117
199.250	2829.000	1887.650
199.254	2824.000	1893.259
199.258	2818.000	1898.923
199.262	2810.000	1904.620
199.266	2803.000	1910.330
199.270	2794.000	1916.031
199.274	2784.000	1921.701
199.278	2774.000	1927.319
199.282	2765.000	1932.865
199.286	2753.000	1938.316
199.290	2741.000	1943.653
199.294	2728.000	1948.868
199.298	2714.000	1953.969
199.302	2699.000	1958.965
199.306	2684.000	1963.865
199.310	2668.000	1968.677
199.314	2651.000	1973.408
199.318	2635.000	1978.069
199.322	2618.000	1982.666
199.326	2598.000	1987.210
199.330	2579.000	1991.707
199.334	2559.000	1996.167
199.338	2538.000	2000.598
199.342	2515.000	2005.008
199.346	2491.000	2009.407
199.350	2468.000	2013.801
199.354	2444.000	2018.201
199.358	2419.000	2022.612
199.362	2395.000	2027.039
199.366	2371.000	2031.489
199.370	2348.000	2035.965
199.374	2325.000	2040.472
199.378	2301.000	2045.017
199.382	2279.000	2049.604
199.386	2258.000	2054.238
199.390	2239.000	2058.923
199.394	2221.000	2063.666
199.398	2205.000	2068.471
199.402	2190.000	2073.344
199.406	2175.000	2078.289
199.410	2163.000	2083.311
199.414	2150.000	2088.415
199.418	2139.000	2093.607
199.422	2128.000	2098.884
199.426	2118.000	2104.236
199.430	2109.000	2109.654
199.434	2100.000	2115.128
199.438	2093.000	2120.649
199.442	2085.000	2126.207
199.446	2078.000	2131.792
199.450	2071.000	2137.395
199.454	2066.000	2143.005
199.458	2059.000	2148.614
199.462	2051.000	2154.212
199.466	2044.000	2159.788
199.470	2035.000	2165.334
199.474	2025.000	2170.839
199.478	2015.000	2176.294
199.482	2004.000	2181.690
199.486	1994.000	2187.024
199.490	1984.000	2192.299
199.494	1974.000	2197.521
199.498	1964.000	2202.694
199.502	1956.000	2207.821
199.506	1949.000	2212.907
199.510	1941.000	2217.956
199.514	1935.000	2222.973
199.518	1930.000	2227.962
199.522	1925.000	2232.927
199.526	1919.000	2237.872
199.530	1913.000	2242.803
199.534	1905.000	2247.722
199.538	1899.000	2252.634
199.542	1890.000	2257.545
199.546	1883.000	2262.456
199.550	1874.000	2267.374
199.554	1865.000	2272.299
199.558	1856.000	2277.236
199.562	1849.000	2282.186
199.566	1840.000	2287.153
199.570	1831.000	2292.139
199.574	1823.000	2297.147
199.578	1814.000	2302.180
199.582	1805.000	2307.240
199.586	1796.000	2312.331
199.590	1788.000	2317.455
199.594	1778.000	2322.616
199.598	1769.000	2327.815
199.602	1761.000	2333.055
199.606	1754.000	2338.340
199.610	1745.000	2343.672
199.614	1738.000	2349.049
199.618	1730.000	2354.468
199.622	1724.000	2359.922
199.626	1718.000	2365.406
199.630	1711.000	2370.916
199.634	1704.000	2376.446
199.638	1698.000	2381.991
199.642	1690.000	2387.546
199.646	1684.000	2393.105
199.650	1679.000	2398.664
199.654	1673.000	2404.218
199.658	1668.000	2409.760
199.662	1664.000	2415.287
199.666	1659.000	2420.792
199.670	1658.000	2426.272
199.674	1655.000	2431.720
199.678	1654.000	2437.133
199.682	1654.000	2442.507
199.686	1653.000	2447.841
199.690	1653.000	2453.132
199.694	1653.000	2458.377
199.698	1651.000	2463.573
199.702	1653.000	2468.718
199.706	1654.000	2473.809
199.710	1658.000	2478.843
199.714	1659.000	2483.818
199.718	1661.000	2488.731
199.722	1664.000	2493.579
199.726	1664.000	2498.360
199.730	1668.000	2503.071
199.734	1670.000	2507.709
199.738	1676.000	2512.272
199.742	1681.000	2516.763
199.746	1685.000	2521.190
199.750	1691.000	2525.561
199.754	1695.000	2529.886
199.758	1699.000	2534.172
199.762	1700.000	2538.428
199.766	1700.000	2542.663
199.770	1701.000	2546.885
199.774	1700.000	2551.103
199.778	1701.000	2555.325
199.782	1700.000	2559.560
199.786	1700.000	2563.815
199.790	1701.000	2568.101
199.794	1703.000	2572.424
199.798	1704.000	2576.795
199.802	1706.000	2581.220
199.806	1711.000	2585.702
199.810	1719.000	2590.236
199.814	1730.000	2594.817
199.818	1744.000	2599.439
199.822	1763.000	2604.099
199.826	1784.000	2608.791
199.830	1810.000	2613.510
199.834	1843.000	2618.250
199.838	1880.000	2623.008
199.842	1923.000	2627.777
199.846	1970.000	2632.554
199.850	2020.000	2637.332
199.854	2084.000	2642.108
199.858	2163.000	2646.875
199.862	2238.000	2651.629
199.866	2315.000	2656.366
199.870	2391.000	2661.083
199.874	2464.000	2665.784
199.878	2534.000	2670.471
199.882	2604.000	2675.147
199.886	2669.000	2679.815
199.890	2730.000	2684.476
199.894	2790.000	2689.135
199.898	2842.000	2693.794
199.902	2891.000	2698.455
199.906	2935.000	2703.122
199.910	2973.000	2707.796
199.914	3010.000	2712.481
199.918	3042.000	2717.179
199.922	3066.000	2721.893
199.926	3091.000	2726.626
199.930	3106.000	2731.380
199.934	3120.000	2736.154
199.938	3131.000	2740.941
199.942	3140.000	2745.737
199.946	3148.000	2750.536
199.950	3154.000	2755.330
199.954	3159.000	2760.116
199.958	3162.000	2764.886
199.962	3164.000	2769.636
199.966	3166.000	2774.358
199.970	3162.000	2779.048
199.974	3159.000	2783.700
199.978	3155.000	2788.307
199.982	3147.000	2792.865
199.986	3136.000	2797.366
199.990	3124.000	2801.805
199.994	3112.000	2806.177
199.998	3096.000	2810.485
200.002	3078.000	2814.741
200.006	3059.000	2818.955
200.010	3035.000	2823.140
200.014	3010.000	2827.308
200.018	2986.000	2831.470
200.022	2958.000	2835.639
200.026	2928.000	2839.826
200.030	2898.000	2844.043
200.034	2867.000	2848.301
200.038	2835.000	2852.614
200.042	2805.000	2856.991
200.046	2774.000	2861.447
200.050	2742.000	2865.991
200.054	2714.000	2870.636
200.058	2681.000	2875.393
200.062	2650.000	2880.261
200.066	2613.000	2885.225
200.070	2580.000	2890.270
200.074	2545.000	2895.381
200.078	2511.000	2900.542
200.082	2478.000	2905.739
200.086	2447.000	2910.957
200.090	2415.000	2916.180
200.094	2385.000	2921.393
200.098	2359.000	2926.582
200.102	2331.000	2931.730
200.106	2305.000	2936.824
200.110	2282.000	2941.847
200.114	2263.000	2946.785
200.118	2245.000	2951.623
200.122	2228.000	2956.346
200.126	2212.000	2960.954
200.130	2196.000	2965.459
200.134	2182.000	2969.874
200.138	2167.000	2974.213
200.142	2154.000	2978.490
200.146	2140.000	2982.718
200.150	2128.000	2986.910
200.154	2114.000	2991.079
200.158	2100.000	2995.240
200.162	2090.000	2999.406
200.166	2076.000	3003.590
200.170	2063.000	3007.805
200.174	2051.000	3012.065
200.178	2039.000	3016.383
200.182	2028.000	3020.774
200.186	2018.000	3025.249
200.190	2007.000	3029.809
200.194	1999.000	3034.443
200.198	1990.000	3039.138
200.202	1981.000	3043.882
200.206	1974.000	3048.663
200.210	1965.000	3053.468
200.214	1960.000	3058.286
200.218	1953.000	3063.104
200.222	1946.000	3067.909
200.226	1939.000	3072.690
200.230	1932.000	3077.434
200.234	1923.000	3082.130
200.238	1916.000	3086.764
200.242	1904.000	3091.324
200.246	1890.000	3095.799
200.250	1878.000	3100.176
200.254	1864.000	3104.458
200.258	1848.000	3108.660
200.262	1832.000	3112.800
200.266	1818.000	3116.894
200.270	1803.000	3120.958
200.274	1787.000	3125.009
200.278	1771.000	3129.063
200.282	1757.000	3133.137
200.286	1743.000	3137.248
200.290	1733.000	3141.411
200.294	1722.000	3145.645
200.298	1715.000	3149.964
200.302	1710.000	3154.386
200.306	1705.000	3158.928
200.310	1698.000	3163.605
200.314	1692.000	3168.434
200.318	1685.000	3173.411
200.322	1680.000	3178.514
200.326	1673.000	3183.720
200.330	1668.000	3189.005
200.334	1661.000	3194.346
200.338	1652.000	3199.721
200.342	1645.000	3205.105
200.346	1635.000	3210.477
200.350	1622.000	3215.812
200.354	1610.000	3221.087
200.358	1598.000	3226.279
200.362	1584.000	3231.366
200.366	1570.000	3236.323
200.370	1558.000	3241.129
200.374	1544.000	3245.758
200.378	1533.000	3250.190
200.382	1523.000	3254.426
200.386	1514.000	3258.491
200.390	1507.000	3262.412
200.394	1502.000	3266.215
200.398	1498.000	3269.927
200.402	1496.000	3273.573
200.406	1496.000	3277.180
200.410	1498.000	3280.775
200.414	1502.000	3284.384
200.418	1503.000	3288.033
200.422	1507.000	3291.748
200.426	1509.000	3295.557
200.430	1512.000	3299.485
200.434	1517.000	3303.558
200.438	1519.000	3307.804
200.442	1524.000	3312.248
200.446	1528.000	3316.889
200.450	1530.000	3321.704
200.454	1533.000	3326.668
200.458	1533.000	3331.756
200.462	1533.000	3336.941
200.466	1533.000	3342.201
200.470	1531.000	3347.508
200.474	1528.000	3352.838
200.478	1526.000	3358.165
200.482	1523.000	3363.466
200.486	1519.000	3368.713
200.490	1516.000	3373.883
200.494	1512.000	3378.949
200.498	1509.000	3383.888
200.502	1507.000	3388.673
200.506	1507.000	3393.280
200.510	1509.000	3397.708
200.514	1514.000	3401.974
200.518	1521.000	3406.099
200.522	1531.000	3410.104
200.526	1545.000	3414.009
200.530	1563.000	3417.833
200.534	1582.000	3421.596
200.538	1607.000	3425.320
200.542	1636.000	3429.023
200.546	1670.000	3432.727
200.550	1710.000	3436.451
200.554	1757.000	3440.216
200.558	1810.000	3444.041
200.562	1867.000	3447.946
200.566	1930.000	3451.953
200.570	1999.000	3456.079
200.574	2070.000	3460.331
200.578	2144.000	3464.696
200.582	2216.000	3469.164
200.586	2289.000	3473.723
200.590	2363.000	3478.361
200.594	2434.000	3483.068
200.598	2504.000	3487.832
200.602	2569.000	3492.640
200.606	2634.000	3497.483
200.610	2693.000	3502.349
200.614	2749.000	3507.225
200.618	2802.000	3512.101
200.622	2851.000	3516.965
200.626	2895.000	3521.807
200.630	2933.000	3526.613
200.634	2972.000	3531.374
200.638	3003.000	3536.088
200.642	3031.000	3540.762
200.646	3056.000	3545.404
200.650	3075.000	3550.022
200.654	3092.000	3554.625
200.658	3108.000	3559.219
200.662	3120.000	3563.814
200.666	3131.000	3568.417
200.670	3140.000	3573.036
200.674	3145.000	3577.678
200.678	3148.000	3582.353
200.682	3150.000	3587.068
200.686	3148.000	3591.831
200.690	3147.000	3596.650
200.694	3141.000	3601.532
200.698	3133.000	3606.486
200.702	3126.000	3611.510
200.706	3115.000	3616.592
200.710	3103.000	3621.721
200.714	3089.000	3626.884
200.718	3075.000	3632.071
200.722	3057.000	3637.270
200.726	3038.000	3642.468
200.730	3017.000	3647.655
200.734	2994.000	3652.818
